"","ID","group","captcha","mTurkCode","loopOrder","question","answer_learn","accuracy_learn","confidence_learn","submit_time_learn","clicks_learn","answer_test","accuracy_test","confidence_test","submit_time_test","clicks","veracity","session","RWA","AOT","IH","CRT","CRT_old","CRT_new","income","fluent","anxiety","effort","age","gender","edu","conservatism_social","conservatism_economic","conservatism","IH_bin","CRT_bin","RWA_bin","Confidence_bin5","Confidence_ord"
"445","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A82_Q1",1,1,95,5.803,3,1,1,100,3.869,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"446","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A83_Q1",1,1,81,3.321,2,1,1,100,3.73,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"447","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A84_Q1",1,1,100,3.016,2,1,1,100,3.752,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"448","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A85_Q1",2,0,82,3.475,3,1,1,100,4.215,5,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"449","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A86_Q1",1,1,100,4.802,2,1,1,100,5.807,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"450","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A87_Q1",2,0,71,6.725,5,1,1,100,3.649,3,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"451","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A88_Q1",1,1,100,6.205,3,1,1,100,4.33,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"452","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A89_Q1",1,1,90,5.039,3,1,1,100,6.312,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"453","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A90_Q1",2,0,100,5.076,2,1,1,100,4.47,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"454","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A91_Q1",1,1,70,5.021,3,1,1,100,6.702,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"456","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A93_Q1",1,1,86,3.096,2,1,1,100,3.214,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"457","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A94_Q1",1,1,88,4.192,3,1,1,100,7.57,3,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"458","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A95_Q1",1,1,85,4.026,2,1,1,100,6.727,5,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"459","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A96_Q1",1,1,100,5.538,2,1,1,100,3.081,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"460","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A97_Q1",1,1,77,5.302,2,1,1,100,3.013,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"461","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A98_Q1",1,1,100,3.04,3,1,1,100,5.181,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"462","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A99_Q1",1,1,100,6.742,3,1,1,100,5.062,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"463","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A100_Q1",1,1,49,3.455,2,1,1,92,3.619,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"464","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A101_Q1",1,1,67,3.951,3,1,1,80,4.064,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"465","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A102_Q1",1,1,30,4.618,2,1,1,71,3.46,3,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","2",2
"466","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A103_Q1",1,1,80,4.113,3,1,1,100,3.106,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"468","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A105_Q1",2,0,100,7.886,2,1,1,100,4.67,3,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"469","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A106_Q1",2,0,90,6.151,2,1,1,92,3.462,3,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"470","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A107_Q1",2,0,100,3.953,2,1,1,100,3.307,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"471","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A108_Q1",1,1,91,4.394,2,1,1,100,8.219,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"472","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A109_Q1",2,0,100,5.626,5,1,1,78,5.578,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"473","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A110_Q1",2,0,34,3.182,3,2,0,85,7.83,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","2",2
"474","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A111_Q1",1,1,46,5.557,4,1,1,54,3.684,4,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"475","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A112_Q1",1,1,100,3.16,2,1,1,100,5.304,3,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"476","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A113_Q1",1,1,100,5.013,3,1,1,100,5.267,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"477","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A114_Q1",1,1,66,4.582,4,1,1,88,4.88,5,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"478","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A115_Q1",1,1,80,6.025,3,1,1,100,3.372,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"479","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A116_Q1",1,1,74,3.428,4,1,1,76,3.427,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"480","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A117_Q1",1,1,61,5.095,3,1,1,100,3.073,3,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","4",4
"481","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A118_Q1",2,0,50,7.38,3,1,1,75,4.315,2,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","3",3
"482","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A119_Q1",1,1,100,3.422,2,1,1,100,3.304,2,1,"1",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"483","A2ZNOMZ35LKY8Q","A_B","HE3X6",2429,",""The average lifespan of a housefly is 24 hours."",""Elephant tusks are made of ivory."",""Thomas Edison invented the lightbulb. "",""The N","A120_Q1",1,1,100,3.77,5,1,1,100,3.258,3,1,"2",2.6,5.142857143,4,0.714285714,1,0.5,14,1,8,15,24,0,3,2,2,2,"low","low","high","5",5
"485","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A1_Q1",1,0,51,6.696,2,2,1,100,4.764,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","3",3
"486","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A2_Q1",2,1,100,6.678,2,2,1,100,5.17,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"487","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A3_Q1",1,0,92,6.726,2,1,0,59,4.238,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"488","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A4_Q1",1,0,89,6.101,2,2,1,100,6.237,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"489","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A5_Q1",1,0,93,5.444,2,2,1,73,4.993,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"490","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A6_Q1",2,1,100,5.291,2,2,1,100,5.265,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"491","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A7_Q1",1,0,81,6.014,2,2,1,100,4.38,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"493","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A9_Q1",2,1,91,7.46,2,2,1,100,4.533,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"494","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A10_Q1",2,1,100,4.796,2,2,1,100,5.895,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"495","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A11_Q1",1,0,99,7.422,2,2,1,100,4.865,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"496","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A12_Q1",1,0,58,7.429,2,2,1,97,7.331,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","3",3
"497","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A13_Q1",1,0,71,4.702,2,2,1,100,3.949,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","4",4
"498","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A14_Q1",1,0,100,4.763,2,2,1,100,6.408,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"499","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A15_Q1",2,1,100,6.708,3,2,1,100,6.328,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"500","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A16_Q1",2,1,97,7.692,2,2,1,50,5.486,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"501","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A17_Q1",2,1,100,5.71,2,2,1,100,4.569,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"502","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A18_Q1",2,1,70,4.65,2,2,1,50,8.633,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","4",4
"503","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A19_Q1",1,0,82,4.697,2,2,1,100,4.075,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"504","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A20_Q1",2,1,100,5.588,2,2,1,100,5.463,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"505","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A21_Q1",2,1,100,5.341,2,2,1,100,4.183,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"506","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A22_Q1",2,1,82,6.151,3,2,1,100,5.594,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"507","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A23_Q1",2,1,51,6.964,2,2,1,100,5.328,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","3",3
"508","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A24_Q1",2,1,100,5.8,2,2,1,100,8.747,3,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"509","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A25_Q1",1,0,100,8.518,2,2,1,100,4.895,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"510","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A26_Q1",1,0,81,5.871,2,1,0,100,7.616,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"511","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A27_Q1",2,1,100,4.812,2,1,0,100,4.551,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"512","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A28_Q1",1,0,79,6.686,2,2,1,50,6.941,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","4",4
"513","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A29_Q1",1,0,100,5.842,2,2,1,100,4.787,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"514","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A30_Q1",2,1,52,5.683,2,1,0,91,5.671,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","3",3
"515","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A31_Q1",2,1,100,7.028,2,2,1,100,6.939,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"516","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A32_Q1",1,0,100,7.367,2,2,1,100,6.379,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"517","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A33_Q1",2,1,100,5.898,2,2,1,100,5.084,3,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"518","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A34_Q1",2,1,100,4.696,2,2,1,100,4.709,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"519","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A35_Q1",2,1,100,5.213,2,2,1,100,4.075,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"520","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A36_Q1",1,0,90,7.575,2,2,1,100,5.914,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"522","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A38_Q1",1,0,100,5.9,2,1,0,50,6.301,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"523","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A39_Q1",1,0,100,5.611,2,1,0,92,6.522,2,2,"1",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
"524","AFN5VMMGYPF1I","A_B","HE 3x6",1438,",""Dogs drool instead of sweating."",""Thomas Edison invented the lightbulb. "",""Caffeine dehydrates the body."",""Distilled water is an exc","A40_Q1",1,0,100,5.004,2,1,0,100,5.301,2,2,"2",3.266666667,5.285714286,4.333333333,1,1,1,5,1,8,15,60,1,2,2,2,2,"high","high","high","5",5
